timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1660568710159,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-91,text,false,,315,297,112,112,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568770202,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-91,text,true,,291,0,112,112,null,0,0,0
1660568710095,60113,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-78,text,false,,315,297,111,111,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60113,0,13
1660568710089,60119,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-77,text,false,,315,297,111,111,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60119,0,19
1660568770208,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-78,text,true,,291,0,111,111,null,0,0,0
1660568770208,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-77,text,true,,289,0,111,111,null,0,0,0
1660568710165,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-92,text,false,,315,297,109,109,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,5
1660568770210,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-92,text,true,,291,0,109,109,null,0,0,0
1660568710170,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-93,text,false,,315,297,108,108,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770216,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-93,text,true,,291,0,108,108,null,0,0,0
1660568710175,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-94,text,false,,315,297,107,107,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,5
1660568770218,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-94,text,true,,291,0,107,107,null,0,0,0
1660568710179,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-95,text,false,,315,297,106,106,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,6
1660568770223,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-95,text,true,,291,0,106,106,null,0,0,0
1660568710184,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-96,text,false,,315,297,105,105,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770230,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-96,text,true,,290,0,105,105,null,0,0,0
1660568710190,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-97,text,false,,315,297,104,104,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770236,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-97,text,true,,291,0,104,104,null,0,0,0
1660568710195,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-98,text,false,,315,297,103,103,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,7
1660568710199,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-99,text,false,,315,297,103,103,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,5
1660568770242,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-99,text,true,,291,0,103,103,null,0,0,0
1660568770242,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-98,text,true,,291,0,103,103,null,0,0,0
1660568710205,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-100,text,false,,315,297,101,101,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,8
1660568770251,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-100,text,true,,292,0,101,101,null,0,0,0
1660568710210,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-101,text,false,,315,297,100,100,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,6
1660568770254,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-101,text,true,,292,0,100,100,null,0,0,0
1660568710215,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-102,text,false,,315,297,99,99,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,4
1660568770258,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-102,text,true,,292,0,99,99,null,0,0,0
1660568710221,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-103,text,false,,315,297,98,98,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770267,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-103,text,true,,291,0,98,98,null,0,0,0
1660568710226,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-104,text,false,,315,297,97,97,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568770270,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-104,text,true,,292,0,97,97,null,0,0,0
1660568710231,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-105,text,false,,315,297,96,96,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,3
1660568770274,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-105,text,true,,292,0,96,96,null,0,0,0
1660568710236,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-106,text,false,,315,297,95,95,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568770279,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-106,text,true,,292,0,95,95,null,0,0,0
1660568710240,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-107,text,false,,315,297,94,94,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,4
1660568770282,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-107,text,true,,292,0,94,94,null,0,0,0
1660568710245,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-108,text,false,,315,297,93,93,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,3
1660568770287,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-108,text,true,,292,0,93,93,null,0,0,0
1660568710250,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-109,text,false,,315,297,92,92,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770294,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-109,text,true,,292,0,92,92,null,0,0,0
1660568710257,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-110,text,false,,315,297,91,91,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,4
1660568770302,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-110,text,true,,292,0,91,91,null,0,0,0
1660568710261,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-111,text,false,,315,297,90,90,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,4
1660568770306,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-111,text,true,,292,0,90,90,null,0,0,0
1660568710266,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-112,text,false,,315,297,89,89,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770310,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-112,text,true,,292,0,89,89,null,0,0,0
1660568710272,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-113,text,false,,315,297,88,88,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,4
1660568770314,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-113,text,true,,292,0,88,88,null,0,0,0
1660568710276,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-114,text,false,,315,297,87,87,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,4
1660568770318,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-114,text,true,,292,0,87,87,null,0,0,0
1660568710280,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-115,text,false,,315,297,86,86,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,5
1660568770327,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-115,text,true,,292,0,86,86,null,0,0,0
1660568710286,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-116,text,false,,315,297,85,85,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770332,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-116,text,true,,292,0,85,85,null,0,0,0
1660568710290,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-117,text,false,,315,297,84,84,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770334,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-117,text,true,,292,0,84,84,null,0,0,0
1660568710296,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-118,text,false,,315,297,83,83,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770342,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-118,text,true,,292,0,83,83,null,0,0,0
1660568710302,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-119,text,false,,315,297,82,82,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,6
1660568770347,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-119,text,true,,291,0,82,82,null,0,0,0
1660568710306,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-120,text,false,,315,297,81,81,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,5
1660568770350,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-120,text,true,,292,0,81,81,null,0,0,0
1660568710310,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-121,text,false,,315,297,80,80,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,5
1660568770354,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-121,text,true,,292,0,80,80,null,0,0,0
1660568710315,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-122,text,false,,315,297,79,79,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568770358,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-122,text,true,,292,0,79,79,null,0,0,0
1660568710320,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-123,text,false,,315,297,78,78,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770367,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-123,text,true,,291,0,78,78,null,0,0,0
1660568710325,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-124,text,false,,315,297,77,77,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770371,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-124,text,true,,292,0,77,77,null,0,0,0
1660568710331,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-125,text,false,,315,297,76,76,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,5
1660568770376,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-125,text,true,,292,0,76,76,null,0,0,0
1660568710336,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-126,text,false,,315,297,75,75,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,4
1660568770378,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-126,text,true,,292,0,75,75,null,0,0,0
1660568710340,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-127,text,false,,315,297,74,74,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568770383,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-127,text,true,,292,0,74,74,null,0,0,0
1660568710345,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-128,text,false,,315,297,73,73,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,3
1660568770391,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-128,text,true,,292,0,73,73,null,0,0,0
1660568710350,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-129,text,false,,315,297,72,72,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,6
1660568770395,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-129,text,true,,292,0,72,72,null,0,0,0
1660568710355,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-130,text,false,,315,297,71,71,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770399,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-130,text,true,,292,0,71,71,null,0,0,0
1660568710361,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-131,text,false,,315,297,70,70,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770407,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-131,text,true,,292,0,70,70,null,0,0,0
1660568710367,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-132,text,false,,315,297,69,69,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770413,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-132,text,true,,292,0,69,69,null,0,0,0
1660568710371,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-133,text,false,,315,297,68,68,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,4
1660568770416,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-133,text,true,,292,0,68,68,null,0,0,0
1660568710375,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-134,text,false,,315,297,67,67,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770419,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-134,text,true,,292,0,67,67,null,0,0,0
1660568710381,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-135,text,false,,315,297,66,66,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770427,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-135,text,true,,292,0,66,66,null,0,0,0
1660568710385,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-136,text,false,,315,297,65,65,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770431,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-136,text,true,,292,0,65,65,null,0,0,0
1660568710390,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-137,text,false,,315,297,64,64,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,4
1660568770435,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-137,text,true,,292,0,64,64,null,0,0,0
1660568710395,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-138,text,false,,315,297,63,63,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568770439,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-138,text,true,,292,0,63,63,null,0,0,0
1660568710406,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-140,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,3
1660568710403,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-139,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,6
1660568710411,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-141,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568710416,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-142,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,3
1660568710420,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-143,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,4
1660568710426,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-144,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,6
1660568710432,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-145,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,4
1660568710436,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-146,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,4
1660568710440,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-147,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568710446,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-148,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568710450,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-149,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,4
1660568710455,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-150,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,3
1660568710461,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-151,text,false,,315,297,62,62,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,4
1660568770508,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-151,text,true,,292,0,62,62,null,0,0,0
1660568770508,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-150,text,true,,292,0,62,62,null,0,0,0
1660568770508,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-149,text,true,,292,0,62,62,null,0,0,0
1660568770508,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-148,text,true,,292,0,62,62,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-146,text,true,,292,0,62,62,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-147,text,true,,292,0,62,62,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-145,text,true,,292,0,62,62,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-144,text,true,,292,0,62,62,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-140,text,true,,292,0,62,62,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-143,text,true,,292,0,62,62,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-139,text,true,,292,0,60,60,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-141,text,true,,292,0,59,59,null,0,0,0
1660568770509,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-142,text,true,,292,0,62,62,null,0,0,0
1660568710470,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-153,text,false,,315,297,49,49,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,5
1660568710466,60049,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-152,text,false,,315,297,49,49,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60049,0,5
1660568770515,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-153,text,true,,292,0,49,49,null,0,0,0
1660568770515,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-152,text,true,,292,0,49,49,null,0,0,0
1660568710475,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-154,text,false,,315,297,47,47,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,6
1660568770522,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-154,text,true,,291,0,47,47,null,0,0,0
1660568710481,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-155,text,false,,315,297,46,46,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770527,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-155,text,true,,292,0,46,46,null,0,0,0
1660568710486,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-156,text,false,,315,297,45,45,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770530,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-156,text,true,,292,0,45,45,null,0,0,0
1660568710491,60049,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-157,text,false,,315,297,44,44,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60049,0,6
1660568770540,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-157,text,true,,292,0,44,44,null,0,0,0
1660568710496,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-158,text,false,,315,297,43,43,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770543,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-158,text,true,,292,0,43,43,null,0,0,0
1660568710501,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-159,text,false,,315,297,42,42,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,7
1660568770546,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-159,text,true,,291,0,42,42,null,0,0,0
1660568710511,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-161,text,false,,315,297,41,41,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,5
1660568710505,60049,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-160,text,false,,315,297,41,41,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60049,0,7
1660568770554,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-161,text,true,,292,0,41,41,null,0,0,0
1660568770554,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-160,text,true,,292,0,41,41,null,0,0,0
1660568710515,60049,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-162,text,false,,315,297,39,39,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60049,0,7
1660568770564,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-162,text,true,,292,0,39,39,null,0,0,0
1660568710520,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-163,text,false,,315,297,38,38,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770566,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-163,text,true,,292,0,38,38,null,0,0,0
1660568710525,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-164,text,false,,315,297,37,37,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770571,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-164,text,true,,292,0,37,37,null,0,0,0
1660568710531,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-165,text,false,,315,297,36,36,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,3
1660568770574,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-165,text,true,,292,0,36,36,null,0,0,0
1660568710535,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-166,text,false,,315,297,35,35,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770579,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-166,text,true,,292,0,35,35,null,0,0,0
1660568710541,60041,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-167,text,false,,315,297,34,34,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60041,0,4
1660568770582,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-167,text,true,,292,0,34,34,null,0,0,0
1660568710545,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-168,text,false,,315,297,33,33,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770591,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-168,text,true,,291,0,33,33,null,0,0,0
1660568710550,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-169,text,false,,315,297,32,32,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,5
1660568770594,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-169,text,true,,292,0,32,32,null,0,0,0
1660568710555,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-170,text,false,,315,297,31,31,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770599,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-170,text,true,,292,0,31,31,null,0,0,0
1660568710560,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-171,text,false,,315,297,30,30,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,5
1660568770607,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-171,text,true,,292,0,30,30,null,0,0,0
1660568710566,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-172,text,false,,315,297,29,29,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,3
1660568770611,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-172,text,true,,292,0,29,29,null,0,0,0
1660568710570,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-173,text,false,,315,297,28,28,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,5
1660568770614,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-173,text,true,,292,0,28,28,null,0,0,0
1660568710575,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-174,text,false,,315,297,27,27,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,4
1660568770619,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-174,text,true,,292,0,27,27,null,0,0,0
1660568710580,60042,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-175,text,false,,315,297,26,26,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60042,0,3
1660568770623,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-175,text,true,,292,0,26,26,null,0,0,0
1660568710586,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-176,text,false,,315,297,25,25,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,4
1660568770631,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-176,text,true,,292,0,25,25,null,0,0,0
1660568710590,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-177,text,false,,315,297,24,24,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,6
